deal_id,acquirer_name,target_name,announcement_date,closing_date,transaction_form,deal_status,ai_category,ai_relevance_evidence,talent_motive,source_url,source_accession,source_document_id,source_quality,supporting_excerpt,verification_status,confidence,missingness_reason
3153170020,HubSpot Inc,Motion Ai Inc,2017-09-20,unknown,asset purchase,unclear,ai_company_acquisition,"\bai\b(?=[\s,-]*(?:platform|model|models|startup|company|software|technology|lab|labs|research|system|systems|capability|capabilities|assistant|agent|agents|product|products))",documented_team_join_language,https://www.hubspot.com/company-news/hubspot-acquires-motion-ai-one-of-the-top-visual-chatbot-builders,,supp_6bb6449c48074311,official_company_announcement,"d Nelson, founder and CEO of Motion AI. ""We're excited to be joining the HubSpot team, and can't wait to get to work on some really innovative AI tools."" The Motion AI technology will be incorporated into the HubSpot platform over the next several months, with the team working to create tools that help users automate important tasks, scale conversations, and proactively engage and acquire new customers.",qualifying_machine_verified_pending_human_review,medium,
3160146020,RideCell Inc,Auro Robotics Inc,2017-09-06,unknown,asset purchase,unclear,unknown,acquirer_not_resolved_on_edgar,unknown,,,,not_applicable,,not_qualifying_no_primary_source_found,not_applicable,acquirer_not_resolved_on_edgar
3189601020,Cincinnati Inc,New Valence Robotics Corp,2017-11-30,unknown,asset purchase,unclear,unknown,acquirer_not_resolved_on_edgar,unknown,,,,not_applicable,,not_qualifying_no_primary_source_found,not_applicable,acquirer_not_resolved_on_edgar
3201487020,Smartsheet Inc,Converse.AI Inc,2017-12-28,unknown,asset purchase,unclear,ai_company_acquisition,"\bai\b(?=[\s,-]*(?:platform|model|models|startup|company|software|technology|lab|labs|research|system|systems|capability|capabilities|assistant|agent|agents|product|products))",not_documented_in_reviewed_sources,https://www.smartsheet.com/content-center/news/smartsheet-announces-converseai-natural-language-automation-acquisition,,supp_afd5f3e53a041df6,official_company_announcement,"e to hire in order to meet growing customer demand. Existing Converse.AI customer relationships and agreements will not be impacted by the acquisition, and the Converse.AI platform will continue to be supported. About Smartsheet Organizations need a way to get work done, not just talk about it. Smartsheet is the best way to plan, track, automate, and report on work, enabling you to move from idea to impac",qualifying_machine_verified_pending_human_review,medium,
3206456020,Harvard Bioscience Inc,Data Sciences Intl Inc,2018-01-22,unknown,asset purchase,unclear,unknown,no_target_mention_in_retrieved_documents,unknown,,,,not_applicable,,not_qualifying_no_primary_source_found,not_applicable,no_target_mention_in_retrieved_documents
3217176020,Humatics Corp,5D Robotics Inc,2018-02-27,unknown,asset purchase,unclear,unknown,acquirer_not_resolved_on_edgar,unknown,,,,not_applicable,,not_qualifying_no_primary_source_found,not_applicable,acquirer_not_resolved_on_edgar
3233708040,ResMed Inc,Sleep.Ai Bv,2018-04-10,unknown,asset purchase,unclear,unknown,target_mentioned_without_local_ai_evidence,unknown,,,,not_applicable,,not_qualifying_no_primary_source_found,not_applicable,target_mentioned_without_local_ai_evidence
3247675020,Tie Industrial,MASTER Robotics LLC,2018-05-23,unknown,asset purchase,unclear,unknown,acquirer_not_resolved_on_edgar,unknown,,,,not_applicable,,not_qualifying_no_primary_source_found,not_applicable,acquirer_not_resolved_on_edgar
3254421020,Microsoft Corp,Semantic Machines Inc,2018-05-20,unknown,asset purchase,unclear,unknown,target_mentioned_without_local_ai_evidence,unknown,,,,not_applicable,,not_qualifying_no_primary_source_found,not_applicable,target_mentioned_without_local_ai_evidence
3254751020,Milestone Partners LLC,RedZone Robotics Inc,2018-06-04,unknown,asset purchase,unclear,unknown,acquirer_not_resolved_on_edgar,unknown,,,,not_applicable,,not_qualifying_no_primary_source_found,not_applicable,acquirer_not_resolved_on_edgar
3255869020,Recall Studios Inc,Evolution AI Corp,2018-06-14,unknown,asset purchase,unclear,unknown,acquirer_not_resolved_on_edgar,unknown,,,,not_applicable,,not_qualifying_no_primary_source_found,not_applicable,acquirer_not_resolved_on_edgar
3257183040,Leanplum Inc,Connecto.ai,2018-06-19,unknown,asset purchase,unclear,ai_company_acquisition,\bai[- ]powered\b; machine learning; natural language processing,not_documented_in_reviewed_sources,https://www.prnewswire.com/news-releases/leanplum-acquires-connecto-a-conversational-marketing-company-300668664.html,,supp_2d6e94103484791d,official_company_press_release_distributor,"SAN FRANCISCO , June 19, 2018 /PRNewswire/ -- Leanplum , the leader in mobile engagement, today announced the acquisition of Connecto, a provider of AI-powered conversational marketing. With this acquisition, Leanplum is taking the next step forward in transforming the relationship between brands and their customers. By bringing together Connecto's AI-driven automation with Leanplum's mobile enga",qualifying_machine_verified_pending_human_review,high,
3261321020,Siemens AG,Building Robotics Inc,2018-06-26,unknown,asset purchase,unclear,unknown,acquirer_not_resolved_on_edgar,unknown,,,,not_applicable,,not_qualifying_no_primary_source_found,not_applicable,acquirer_not_resolved_on_edgar
3261765040,Totango Ltd,Personality.ai,2018-06-28,unknown,asset purchase,unclear,unknown,target_mentioned_without_local_ai_evidence,unknown,,,,not_applicable,,not_qualifying_no_primary_source_found,not_applicable,target_mentioned_without_local_ai_evidence
3263747040,Facebook Inc,Bloomsbury AI Ltd,2018-07-03,unknown,asset purchase,unclear,ai_company_acquisition,natural language processing,documented_team_join_language,https://about.fb.com/news/2018/07/facebook-ai-research-expands/,,supp_0ba198132a3ce9ce,official_company_announcement,"Also joining us in London is the team behind Bloomsbury AI, which we announced earlier this month. They have a strong background in natural language processing.",qualifying_machine_verified_pending_human_review,medium,
3268975020,Box Inc,Butter AI Corp,2018-07-10,unknown,asset purchase,unclear,ai_company_acquisition,machine learning,not_documented_in_reviewed_sources,https://blog.box.com/welcome-butter-ai-team-Box,,supp_0efd95a26b6f4ecc,official_company_announcement,"We're incredibly excited to share that the team from Butter.ai is joining Box to help us execute on our vision to bring intelligent search to the enterprise. Butter.ai, a member of All Turtles, has been focused on using machine learning to solve everyday problems.",qualifying_machine_verified_pending_human_review,medium,
3277163020,Flipps Media Inc,Avid Ai Inc,2018-08-08,unknown,asset purchase,unclear,unknown,acquirer_not_resolved_on_edgar,unknown,,,,not_applicable,,not_qualifying_no_primary_source_found,not_applicable,acquirer_not_resolved_on_edgar
3279851020,Shareholders,Milliman Inc-Gradient AI Busin,2018-08-20,unknown,stock/asset acquisition (unspecified),unclear,unknown,acquirer_not_resolved_on_edgar,unknown,,,,not_applicable,,not_qualifying_no_primary_source_found,not_applicable,acquirer_not_resolved_on_edgar
3289586020,Institl Capital Network Inc,Bk of America-AI Feeder Fund,2018-09-18,unknown,asset purchase,unclear,unknown,acquirer_not_resolved_on_edgar,unknown,,,,not_applicable,,not_qualifying_no_primary_source_found,not_applicable,acquirer_not_resolved_on_edgar
3312269020,Microsoft Corp,Lobe Artificial Intelligence,2018-09-13,unknown,asset purchase,unclear,ai_company_acquisition,deep learning,not_documented_in_reviewed_sources,https://blogs.microsoft.com/blog/2018/09/13/microsoft-acquires-lobe-to-help-bring-ai-development-capability-to-everyone/,,supp_eee385ba990d0f07,official_company_announcement,"Today, we’re excited to announce the acquisition of Lobe. Based in San Francisco, Lobe is working to make deep learning simple, understandable and accessible to everyone.",qualifying_machine_verified_pending_human_review,medium,
3313350040,AXA SA,Autonomous Research LLP,2018-11-20,unknown,statutory merger,unclear,unknown,acquirer_not_resolved_on_edgar,unknown,,,,not_applicable,,not_qualifying_no_primary_source_found,not_applicable,acquirer_not_resolved_on_edgar
3321073020,Snap Inc,Downstream.Ai Inc,2018-11-26,unknown,asset purchase,unclear,unknown,no_target_mention_in_retrieved_documents,unknown,,,,not_applicable,,not_qualifying_no_primary_source_found,not_applicable,no_target_mention_in_retrieved_documents
3328543020,Renovus Capital Partners LP,Data Science Evangelists Inc,2018-12-21,unknown,asset purchase,unclear,unknown,acquirer_not_resolved_on_edgar,unknown,,,,not_applicable,,not_qualifying_no_primary_source_found,not_applicable,acquirer_not_resolved_on_edgar
3331513020,Standard Cognition Corp,Explorer.Ai,2019-01-07,unknown,asset purchase,unclear,unknown,acquirer_not_resolved_on_edgar,unknown,,,,not_applicable,,not_qualifying_no_primary_source_found,not_applicable,acquirer_not_resolved_on_edgar
3338656040,Starwood Capital Group LLC,Autonomy Americas LLC- Office,2019-01-24,unknown,asset purchase,unclear,unknown,acquirer_not_resolved_on_edgar,unknown,,,,not_applicable,,not_qualifying_no_primary_source_found,not_applicable,acquirer_not_resolved_on_edgar
3343896020,ShopRunner Inc,Precognitive Inc,2019-01-22,unknown,asset purchase,unclear,unknown,acquirer_not_resolved_on_edgar,unknown,,,,not_applicable,,not_qualifying_no_primary_source_found,not_applicable,acquirer_not_resolved_on_edgar
3345746020,FLIR Systems Inc,Endeavor Robotics Inc,2019-02-11,unknown,asset purchase,unclear,unknown,acquirer_not_resolved_on_edgar,unknown,,,,not_applicable,,not_qualifying_no_primary_source_found,not_applicable,acquirer_not_resolved_on_edgar
3348911020,Sensory Inc,Vocalize AI Inc,2019-02-13,unknown,asset purchase,unclear,ai_company_acquisition,machine learning; speech recognition,not_documented_in_reviewed_sources,https://sensory.com/news/sensory-acquires-vocalize-ai-for-speech-technology-testing-capabilities/,,supp_4b9aa9fc3ba3f604,official_company_announcement,"g need for an independent evaluation service and software tools that ensure a quality user experience. It’s exciting to have access to the deep bench of AI and machine learning talent and resources of Sensory. It is also important to recognize that Vocalize.ai will operate as an independent company under the Sensory umbrella. In this model, we will continue to provide quality evaluations and competitive benchmarking services for the entire voice-enabled industry.” Sensory’s clients will ben",qualifying_machine_verified_pending_human_review,high,
3349861020,LFM Capital LLC,Pri Robotics & Automation Inc,2019-01-14,unknown,asset purchase,unclear,unknown,acquirer_not_resolved_on_edgar,unknown,,,,not_applicable,,not_qualifying_no_primary_source_found,not_applicable,acquirer_not_resolved_on_edgar
3353700020,SinglePoint Inc,AI Live Transfers LLC,2019-02-26,unknown,asset purchase,unclear,unknown,acquirer_not_resolved_on_edgar,unknown,,,,not_applicable,,not_qualifying_no_primary_source_found,not_applicable,acquirer_not_resolved_on_edgar
3372510020,Search Discovery Inc,Peachtree AI LLC,2019-03-19,unknown,asset purchase,unclear,unknown,acquirer_not_resolved_on_edgar,unknown,,,,not_applicable,,not_qualifying_no_primary_source_found,not_applicable,acquirer_not_resolved_on_edgar
3395934020,BAE Systems PLC,Riptide Autonomous Solutions,2019-04-12,unknown,asset purchase,unclear,unknown,acquirer_not_resolved_on_edgar,unknown,,,,not_applicable,,not_qualifying_no_primary_source_found,not_applicable,acquirer_not_resolved_on_edgar
3411731040,Twitter Inc,Fabula AI Ltd,2019-06-03,unknown,asset purchase,unclear,unknown,acquirer_not_resolved_on_edgar,unknown,,,,not_applicable,,not_qualifying_no_primary_source_found,not_applicable,acquirer_not_resolved_on_edgar
3420608020,iRobot Corp,Root Robotics Inc,2019-06-20,unknown,asset purchase,unclear,unknown,target_mentioned_without_local_ai_evidence,unknown,,,,not_applicable,,not_qualifying_no_primary_source_found,not_applicable,target_mentioned_without_local_ai_evidence
3421959020,Apple Inc,Drive.ai Inc,2019-06-25,unknown,asset purchase,unclear,unknown,target_mentioned_without_local_ai_evidence,unknown,,,,not_applicable,,not_qualifying_no_primary_source_found,not_applicable,target_mentioned_without_local_ai_evidence
3426068020,Navicure Inc,Digitize.AI Inc,2019-06-21,unknown,statutory merger,unclear,ai_company_acquisition,artificial intelligence; machine learning,not_documented_in_reviewed_sources,https://www.waystar.com/news/waystar-acquires-digitize-ai-to-automate-prior-authorization/,,supp_24e34863bc502dcb,official_company_announcement,"Waystar announced the acquisition of Digitize.AI, an artificial intelligence technology firm. Digitize.AI leverages artificial intelligence and machine learning to automate prior authorizations.",qualifying_machine_verified_pending_human_review,high,
3434593020,Velodyne Lidar Inc,"Mapper.ai Inc-Mapping,Localiza",2019-07-23,unknown,asset purchase,unclear,unknown,target_mentioned_without_local_ai_evidence,unknown,,,,not_applicable,,not_qualifying_no_primary_source_found,not_applicable,target_mentioned_without_local_ai_evidence
3439275020,Siemens AG,Corindus Vascular Robotics Inc,2019-08-08,unknown,statutory merger,unclear,unknown,target_mentioned_without_local_ai_evidence,unknown,,,,not_applicable,,not_qualifying_no_primary_source_found,not_applicable,target_mentioned_without_local_ai_evidence
3456854020,Facebook Inc,CTRL-Labs Corp,2019-09-23,unknown,asset purchase,unclear,unknown,target_mentioned_without_local_ai_evidence,unknown,,,,not_applicable,,not_qualifying_no_primary_source_found,not_applicable,target_mentioned_without_local_ai_evidence
3496497020,Harbor Communications LLC,Eh Publishing Inc- Robotics,2019-12-05,unknown,asset purchase,unclear,unknown,acquirer_not_resolved_on_edgar,unknown,,,,not_applicable,,not_qualifying_no_primary_source_found,not_applicable,acquirer_not_resolved_on_edgar
3505729020,Digital Dream Labs LLC,Anki Inc-Robotics &,2020-01-15,unknown,asset purchase,unclear,unknown,acquirer_not_resolved_on_edgar,unknown,,,,not_applicable,,not_qualifying_no_primary_source_found,not_applicable,acquirer_not_resolved_on_edgar
3508418020,Hitachi Ltd,Waterline Data Science Inc,2020-01-22,unknown,asset purchase,unclear,ai_company_acquisition,machine learning,not_documented_in_reviewed_sources,https://www.hitachivantara.com/pt-br/news-old/gl200122,,supp_481be70c17b4acbe,official_company_announcement,Waterline Data delivers catalog technology enabled by machine learning (ML) that automates metadata discovery to solve modern data challenges for analytics and governance.,qualifying_machine_verified_pending_human_review,medium,
3517288020,Align Capital Partners LLC,Trove Predictive Data Science,2020-02-12,unknown,asset purchase,unclear,unknown,acquirer_not_resolved_on_edgar,unknown,,,,not_applicable,,not_qualifying_no_primary_source_found,not_applicable,acquirer_not_resolved_on_edgar
3524280020,Apple Inc,Xnor.Ai Inc,2020-01-15,unknown,asset purchase,unclear,unknown,no_target_mention_in_retrieved_documents,unknown,,,,not_applicable,,not_qualifying_no_primary_source_found,not_applicable,no_target_mention_in_retrieved_documents
3529115020,TechTarget Inc,Data Science Central LLC,2020-02-18,unknown,asset purchase,unclear,unknown,no_documents_retrieved_for_deal,unknown,,,,not_applicable,,not_qualifying_no_primary_source_found,not_applicable,no_documents_retrieved_for_deal
3533268020,UAS Drone Corp,Duke Robotics Inc,2019-09-17,unknown,majority stock acquisition,unclear,unknown,acquirer_not_resolved_on_edgar,unknown,,,,not_applicable,,not_qualifying_no_primary_source_found,not_applicable,acquirer_not_resolved_on_edgar
3535746020,Nylas Inc,June.Ai,2020-03-17,unknown,asset purchase,unclear,ai_company_acquisition,\bai\s*/\s*ml\b,not_documented_in_reviewed_sources,https://www.nylas.com/blog/nylas-juneai-acquisition/,,supp_0d563879c627e619,official_company_announcement,"kflow features into their application in a fraction of the time. Today, we’re excited to announce the next big milestone on that journey: our acquisition of June.ai, a powerful email and productivity tool that combines AI/ML, data extraction, and sentiment analysis to improve the experience of reading and replying to email. Integrating June.ai’s core technology with Nylas’ universal email, calendar, and contacts APIs will enable developers to create sophis",qualifying_machine_verified_pending_human_review,medium,
