passage_id,deal_id,document_family,token_count,count_positive,count_negative,count_hedging,count_modality,count_protection_program,count_retention,count_pay_wages,count_benefits,count_equity_vesting,count_termination_severance,count_employee_workforce,rate_positive_per100,rate_negative_per100,rate_hedging_per100,rate_modality_per100,rate_protection_program_per100,rate_retention_per100,rate_pay_wages_per100,rate_benefits_per100,rate_equity_vesting_per100,rate_termination_severance_per100,rate_employee_workforce_per100,raw_or_adjusted,rate_benefits_per100_adjusted,baseline_mean_benefits,baseline_fallback_benefits,rate_employee_workforce_per100_adjusted,baseline_mean_employee_workforce,baseline_fallback_employee_workforce,rate_equity_vesting_per100_adjusted,baseline_mean_equity_vesting,baseline_fallback_equity_vesting,rate_hedging_per100_adjusted,baseline_mean_hedging,baseline_fallback_hedging,rate_modality_per100_adjusted,baseline_mean_modality,baseline_fallback_modality,rate_negative_per100_adjusted,baseline_mean_negative,baseline_fallback_negative,rate_pay_wages_per100_adjusted,baseline_mean_pay_wages,baseline_fallback_pay_wages,rate_positive_per100_adjusted,baseline_mean_positive,baseline_fallback_positive,rate_protection_program_per100_adjusted,baseline_mean_protection_program,baseline_fallback_protection_program,rate_retention_per100_adjusted,baseline_mean_retention,baseline_fallback_retention,rate_termination_severance_per100_adjusted,baseline_mean_termination_severance,baseline_fallback_termination_severance
passage_bf1c5581dc674300,3201487020,official_announcement,71,1,0,0,0,0,0,0,0,0,0,0,1.4085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,raw_and_baseline_adjusted,-0.0063,0.0063,0,-3.5338,3.5338,0,0.0,0.0,0,-0.1288,0.1288,0,-0.204,0.204,0,-0.0189,0.0189,0,0.0,0.0,0,0.8564,0.5521,0,0.0,0.0,0,-0.1347,0.1347,0,-0.0063,0.0063,0
passage_c0d85fc860dd084f,3984774040,official_announcement,138,2,0,0,1,0,0,0,0,0,0,0,1.4493,0.0,0.0,0.7246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,raw_and_baseline_adjusted,-0.0063,0.0063,0,-3.5338,3.5338,0,0.0,0.0,0,-0.1288,0.1288,0,0.5206,0.204,0,-0.0189,0.0189,0,0.0,0.0,0,0.8972,0.5521,0,0.0,0.0,0,-0.1347,0.1347,0,-0.0063,0.0063,0
passage_c303eacb37876ebf,3078525020,official_announcement,220,0,0,0,0,0,1,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.4545,0.0,0.0,0.0,0.0,0.9091,raw_and_baseline_adjusted,-0.0063,0.0063,0,-2.6247,3.5338,0,0.0,0.0,0,-0.1288,0.1288,0,-0.204,0.204,0,-0.0189,0.0189,0,0.0,0.0,0,-0.5521,0.5521,0,0.0,0.0,0,0.3198,0.1347,0,-0.0063,0.0063,0
passage_c8093868dd42eab8,3769973020,official_announcement,28,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,raw_and_baseline_adjusted,-0.0063,0.0063,0,-3.5338,3.5338,0,0.0,0.0,0,-0.1288,0.1288,0,-0.204,0.204,0,-0.0189,0.0189,0,0.0,0.0,0,-0.5521,0.5521,0,0.0,0.0,0,-0.1347,0.1347,0,-0.0063,0.0063,0
passage_c88b268c4ea1b722,3984774040,official_announcement,220,0,3,8,5,0,1,0,0,0,1,1,0.0,1.3636,3.6364,2.2727,0.0,0.4545,0.0,0.0,0.0,0.4545,0.4545,raw_and_baseline_adjusted,-0.0063,0.0063,0,-3.0793,3.5338,0,0.0,0.0,0,3.5076,0.1288,0,2.0687,0.204,0,1.3447,0.0189,0,0.0,0.0,0,-0.5521,0.5521,0,0.0,0.0,0,0.3198,0.1347,0,0.4482,0.0063,0
passage_ca105f56c1a47a59,3767523020,official_announcement,20,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,raw_and_baseline_adjusted,-0.0063,0.0063,0,-3.5338,3.5338,0,0.0,0.0,0,-0.1288,0.1288,0,-0.204,0.204,0,-0.0189,0.0189,0,0.0,0.0,0,-0.5521,0.5521,0,0.0,0.0,0,-0.1347,0.1347,0,-0.0063,0.0063,0
passage_cbb32f754ce6eda1,3769973020,official_announcement,40,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,raw_and_baseline_adjusted,-0.0063,0.0063,0,-1.0338,3.5338,0,0.0,0.0,0,-0.1288,0.1288,0,-0.204,0.204,0,-0.0189,0.0189,0,0.0,0.0,0,-0.5521,0.5521,0,0.0,0.0,0,-0.1347,0.1347,0,-0.0063,0.0063,0
passage_d012fd8139a07603,3623364020,official_announcement,15,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6667,raw_and_baseline_adjusted,-0.0063,0.0063,0,3.1329,3.5338,0,0.0,0.0,0,-0.1288,0.1288,0,-0.204,0.204,0,-0.0189,0.0189,0,0.0,0.0,0,-0.5521,0.5521,0,0.0,0.0,0,-0.1347,0.1347,0,-0.0063,0.0063,0
passage_d2af94049325cd2e,3767523020,official_announcement,14,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,raw_and_baseline_adjusted,-0.0063,0.0063,0,-3.5338,3.5338,0,0.0,0.0,0,-0.1288,0.1288,0,-0.204,0.204,0,-0.0189,0.0189,0,0.0,0.0,0,-0.5521,0.5521,0,0.0,0.0,0,-0.1347,0.1347,0,-0.0063,0.0063,0
passage_d4582714563ad8fe,3939905020,official_announcement,220,8,0,0,0,0,1,0,0,0,0,2,3.6364,0.0,0.0,0.0,0.0,0.4545,0.0,0.0,0.0,0.0,0.9091,raw_and_baseline_adjusted,-0.0063,0.0063,0,-2.6247,3.5338,0,0.0,0.0,0,-0.1288,0.1288,0,-0.204,0.204,0,-0.0189,0.0189,0,0.0,0.0,0,3.0843,0.5521,0,0.0,0.0,0,0.3198,0.1347,0,-0.0063,0.0063,0
passage_dd89ff8e103e9095,3767523020,official_announcement,12,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,raw_and_baseline_adjusted,-0.0063,0.0063,0,-3.5338,3.5338,0,0.0,0.0,0,-0.1288,0.1288,0,-0.204,0.204,0,-0.0189,0.0189,0,0.0,0.0,0,-0.5521,0.5521,0,0.0,0.0,0,-0.1347,0.1347,0,-0.0063,0.0063,0
passage_e0d0eee4d84fc076,3701621020,official_announcement,61,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,raw_and_baseline_adjusted,-0.0063,0.0063,0,-3.5338,3.5338,0,0.0,0.0,0,-0.1288,0.1288,0,-0.204,0.204,0,-0.0189,0.0189,0,0.0,0.0,0,-0.5521,0.5521,0,0.0,0.0,0,-0.1347,0.1347,0,-0.0063,0.0063,0
passage_e1be5c3842829237,3984774040,official_announcement,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,raw_and_baseline_adjusted,-0.0063,0.0063,0,-3.5338,3.5338,0,0.0,0.0,0,-0.1288,0.1288,0,-0.204,0.204,0,-0.0189,0.0189,0,0.0,0.0,0,-0.5521,0.5521,0,0.0,0.0,0,-0.1347,0.1347,0,-0.0063,0.0063,0
passage_e3bfc3677ae905eb,3727571020,official_announcement,116,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,raw_and_baseline_adjusted,-0.0063,0.0063,0,-3.5338,3.5338,0,0.0,0.0,0,-0.1288,0.1288,0,-0.204,0.204,0,-0.0189,0.0189,0,0.0,0.0,0,-0.5521,0.5521,0,0.0,0.0,0,-0.1347,0.1347,0,-0.0063,0.0063,0
passage_e5a65ef006ed8c96,3257183040,official_announcement,4,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,raw_and_baseline_adjusted,-0.0063,0.0063,0,21.4662,3.5338,0,0.0,0.0,0,-0.1288,0.1288,0,-0.204,0.204,0,-0.0189,0.0189,0,0.0,0.0,0,-0.5521,0.5521,0,0.0,0.0,0,-0.1347,0.1347,0,-0.0063,0.0063,0
passage_ec77b33430e0f1b4,3078525020,official_announcement,6,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6667,raw_and_baseline_adjusted,-0.0063,0.0063,0,13.1329,3.5338,0,0.0,0.0,0,-0.1288,0.1288,0,-0.204,0.204,0,-0.0189,0.0189,0,0.0,0.0,0,-0.5521,0.5521,0,0.0,0.0,0,-0.1347,0.1347,0,-0.0063,0.0063,0
passage_f0491f499d3f8091,3623364020,official_announcement,65,2,0,0,0,0,0,0,0,0,0,0,3.0769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,raw_and_baseline_adjusted,-0.0063,0.0063,0,-3.5338,3.5338,0,0.0,0.0,0,-0.1288,0.1288,0,-0.204,0.204,0,-0.0189,0.0189,0,0.0,0.0,0,2.5248,0.5521,0,0.0,0.0,0,-0.1347,0.1347,0,-0.0063,0.0063,0
passage_f2d99d9d28273e6d,3939905020,official_announcement,49,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,raw_and_baseline_adjusted,-0.0063,0.0063,0,-3.5338,3.5338,0,0.0,0.0,0,-0.1288,0.1288,0,-0.204,0.204,0,-0.0189,0.0189,0,0.0,0.0,0,-0.5521,0.5521,0,0.0,0.0,0,-0.1347,0.1347,0,-0.0063,0.0063,0
passage_f3de41039e0c29fc,3727571020,official_announcement,106,0,0,0,3,0,0,0,0,0,0,0,0.0,0.0,0.0,2.8302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,raw_and_baseline_adjusted,-0.0063,0.0063,0,-3.5338,3.5338,0,0.0,0.0,0,-0.1288,0.1288,0,2.6262,0.204,0,-0.0189,0.0189,0,0.0,0.0,0,-0.5521,0.5521,0,0.0,0.0,0,-0.1347,0.1347,0,-0.0063,0.0063,0
passage_f8e0a9f868de0e8f,3767523020,official_announcement,34,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,raw_and_baseline_adjusted,-0.0063,0.0063,0,-3.5338,3.5338,0,0.0,0.0,0,-0.1288,0.1288,0,-0.204,0.204,0,-0.0189,0.0189,0,0.0,0.0,0,-0.5521,0.5521,0,0.0,0.0,0,-0.1347,0.1347,0,-0.0063,0.0063,0
passage_fbc9df1cbeb51993,3727571020,official_announcement,109,0,0,4,1,0,0,0,0,0,0,1,0.0,0.0,3.6697,0.9174,0.0,0.0,0.0,0.0,0.0,0.0,0.9174,raw_and_baseline_adjusted,-0.0063,0.0063,0,-2.6164,3.5338,0,0.0,0.0,0,3.5409,0.1288,0,0.7134,0.204,0,-0.0189,0.0189,0,0.0,0.0,0,-0.5521,0.5521,0,0.0,0.0,0,-0.1347,0.1347,0,-0.0063,0.0063,0
passage_fe9576f3890637fc,3767523020,official_announcement,12,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,raw_and_baseline_adjusted,-0.0063,0.0063,0,-3.5338,3.5338,0,0.0,0.0,0,-0.1288,0.1288,0,-0.204,0.204,0,-0.0189,0.0189,0,0.0,0.0,0,-0.5521,0.5521,0,0.0,0.0,0,-0.1347,0.1347,0,-0.0063,0.0063,0
