deal_id,passages,tokens,mean_net_tone_per100,mean_net_tone_residual,mean_hedge_per100,mean_hedge_residual,mean_negout_per100,mean_negout_residual,mean_protect_per100,mean_protect_residual,mean_modality_shall_share
3601404020,118,15128,-0.294258,-0.702170,0.593611,0.031466,0.092752,0.027558,1.231670,0.228642,0.364972
3601877020,46,3932,0.319200,-0.066257,0.330920,-0.244307,0.019585,-0.045068,0.683160,-0.325471,0.108696
3614604040,2,221,0.000000,-0.672143,0.909166,0.430766,0.000000,-0.017498,0.000000,-0.786104,0.000000
3617548020,218,26521,0.133088,0.046249,0.924201,0.061451,0.076795,0.003183,1.259621,0.068552,0.187309
3618415020,72,8654,0.274636,0.031383,0.789017,0.148836,0.042961,-0.040469,0.721899,-0.299773,0.206019
3620234020,13,1787,2.057663,1.938083,0.823919,0.062987,0.000000,-0.042829,1.126890,0.026845,0.076923
3622082020,100,12082,0.227747,-0.062807,0.577785,-0.065538,0.019484,-0.041818,0.918762,-0.124926,0.218000
3623613020,48,5332,0.766707,0.360447,0.588391,0.024825,0.046288,-0.018512,0.265969,-0.736483,0.312500
3626914020,2,251,0.256410,-0.020486,0.000000,-0.567808,0.000000,-0.012920,0.000000,-0.866691,0.000000
3627288020,80,14595,-0.042955,-0.461405,0.432777,-0.131075,0.032597,-0.026808,0.602987,-0.380533,0.490278
3628930020,2,180,1.063830,0.861302,1.282051,0.543088,0.000000,-0.016220,0.000000,-0.931322,0.000000
3632181020,83,10181,0.137414,-0.264362,0.616524,0.050829,0.075016,0.009952,0.890350,-0.114262,0.325301
3637667020,1,81,0.000000,-0.672143,0.000000,-0.478399,0.000000,-0.017498,0.000000,-0.786104,0.000000
3638083020,77,10151,0.016217,-0.375660,0.607102,0.034886,0.085030,0.020784,1.328268,0.322807,0.529221
3644431020,68,6665,0.728667,0.785735,0.498820,-0.317401,0.032680,-0.061544,2.168240,1.060368,0.236520
3645132020,3,230,2.027972,1.355829,0.000000,-0.478399,0.000000,-0.017498,0.000000,-0.786104,0.000000
3646001020,403,34438,0.667300,0.473722,0.920372,0.022617,0.076389,0.017723,1.295694,0.154545,0.124069
3646630020,4,799,-1.503663,-1.236576,0.787338,-0.212189,0.000000,-0.014941,1.634553,0.558014,0.000000
3647181020,61,9128,0.080215,-0.228071,0.535711,-0.098352,0.041354,-0.019204,0.810814,-0.236300,0.346409
3647386020,3,269,-0.580645,-1.252788,0.000000,-0.478399,0.000000,-0.017498,1.282051,0.495947,0.000000
3654636020,1,33,6.060606,5.388463,0.000000,-0.478399,0.000000,-0.017498,0.000000,-0.786104,0.000000
3657350020,223,23717,-0.004496,-0.231462,0.951932,0.013063,0.057166,0.010322,1.077183,-0.050455,0.002242
3659026020,39,5100,0.861523,0.433224,0.490030,-0.061934,0.011655,-0.052723,1.033921,0.039630,0.474359
3659168020,2,141,0.000000,-0.672143,0.000000,-0.478399,0.000000,-0.017498,0.000000,-0.786104,0.000000
